권역,출처,매물ID,매물URL,매물명,주소,위도,경도,주거유형,보증금_만원,월세_만원,관리비_만원,가격표기,층정보,계약면적_m2,전용면적_m2,방향,확인일자,설명,원문태그,서울대거리_m,기준역거리_m,가까운기준점,편의성,편의성_라벨,안전도,공동현관_비밀번호,지상층여부,대로변_가까움,CCTV,관리인_상주,가로등,safety_score_100,safety_score_10,safety,안전최종,안전도,안전등급,안전_공공환경,안전_건물보정,안전_cctv,가까운_cctv_m,cctv_반경내개수,안전_lighting,가까운_lighting_m,lighting_반경내개수,안전_police,가까운_police_m,police_반경내개수,안전_safe_route,가까운_safe_route_m,safe_route_반경내개수,안전_emergency,가까운_emergency_m,emergency_반경내개수,안전_백분위,name,address,lat,lng,deposit,monthly_rent,maintenance_fee,convenience,monthly_transport
낙성대역,synthetic_market_model,SYN0060,,인헌동 분리형원룸 060,서울 관악구 인헌동,37.4761577,126.9639619,분리형원룸,600,46,10,월세 600/46,5/7층,31.2,21.9,남동향,2026.06.03,주차 가능; 분리형; 채광 양호; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,주차 가능; 분리형; 채광 양호; 즉시입주 가능,2033,89,낙성대역,9,주차 가능; 분리형; 채광 양호; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,,O,O,X,O,X,O,63.99,6.4,6.4,6.4,6.4,B,4.46,10.0,9.28,114.3,9,0.0,157.0,0,5.05,611.4,1,2.05,125.4,2,3.57,114.3,2,85.6,인헌동 분리형원룸 060,서울 관악구 인헌동,37.4761577,126.9639619,600,46,10,9,2.0
대학동(녹두거리),synthetic_market_model,SYN0061,,대학동 원룸 061,서울 관악구 대학동,37.4645958,126.9359427,원룸,700,40,8,월세 700/40,2/4층,31.7,22.9,남향,2026.05.18,풀옵션; 엘리베이터; 주차 가능; 채광 양호; 기준역 도보권; 학교 접근성 양호,풀옵션; 엘리베이터; 주차 가능; 채광 양호,1605,697,대학동(녹두거리),8,풀옵션; 엘리베이터; 주차 가능; 채광 양호; 기준역 도보권; 학교 접근성 양호,,X,O,O,O,X,O,19.25,1.93,1.93,1.93,1.93,D,0.0,5.5,0.0,341.4,0,0.0,344.8,0,0.0,1031.8,0,0.0,345.7,0,0.0,272.9,0,4.4,대학동 원룸 061,서울 관악구 대학동,37.4645958,126.9359427,700,40,8,8,2.0
대학동(녹두거리),synthetic_market_model,SYN0062,,대학동 분리형원룸 062,서울 관악구 대학동,37.4723535,126.9421342,분리형원룸,500,35,4,월세 500/35,고층 11/12층,32.4,25.8,남향,2026.05.18,풀옵션; 분리형; 채광 양호; 역세권 도보권; 학교 접근성 양호,풀옵션; 분리형; 채광 양호; 역세권 도보권,1685,490,대학동(녹두거리),7,풀옵션; 분리형; 채광 양호; 역세권 도보권; 학교 접근성 양호,,O,O,X,X,X,X,29.02,2.9,2.9,2.9,2.9,D,0.96,6.5,0.0,308.8,0,0.0,308.8,0,4.82,629.1,2,0.0,573.3,0,0.0,308.8,0,18.9,대학동 분리형원룸 062,서울 관악구 대학동,37.4723535,126.9421342,500,35,4,7,2.0
대학동(녹두거리),synthetic_market_model,SYN0063,,대학동 원룸 063,서울 관악구 대학동,37.4716014,126.9397106,원룸,750,43,7,월세 750/43,고층 12/15층,30.1,22.0,남향,2026.05.18,풀옵션; 엘리베이터; 채광 양호; 역세권 도보권; 학교 접근성 양호,풀옵션; 엘리베이터; 채광 양호; 역세권 도보권,1754,260,대학동(녹두거리),8,풀옵션; 엘리베이터; 채광 양호; 역세권 도보권; 학교 접근성 양호,,O,O,X,X,X,O,60.31,6.03,6.03,6.03,6.03,B,4.97,8.0,10.0,88.2,2,0.0,88.2,0,6.76,465.9,1,0.0,373.6,0,6.18,88.2,2,77.8,대학동 원룸 063,서울 관악구 대학동,37.4716014,126.9397106,750,43,7,8,2.0
대학동(녹두거리),synthetic_market_model,SYN0064,,대학동 원룸 064,서울 관악구 대학동,37.4680284,126.9402367,원룸,500,42,6,월세 500/42,1/3층,28.4,19.7,남향,2026.06.09,옵션 언급; 채광 양호; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,옵션 언급; 채광 양호; 즉시입주 가능; 역세권 도보권,1450,426,대학동(녹두거리),8,옵션 언급; 채광 양호; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,,X,X,X,O,X,O,26.89,2.69,2.69,2.69,2.69,D,1.18,5.5,2.03,259.3,1,0.0,259.3,0,2.82,783.0,1,0.0,503.6,0,0.0,243.9,0,14.4,대학동 원룸 064,서울 관악구 대학동,37.4680284,126.9402367,500,42,6,8,2.0
대학동(녹두거리),synthetic_market_model,SYN0065,,대학동 빌라 065,서울 관악구 대학동,37.4753301,126.940374,빌라,300,53,7,월세 300/53,반지하/3층,58.7,39.4,서향,2026.06.03,주차 가능; 역세권 도보권; 학교 접근성 양호,주차 가능; 역세권 도보권; 학교 접근성 양호,2046,586,대학동(녹두거리),7,주차 가능; 역세권 도보권; 학교 접근성 양호,,O,X,O,O,X,O,36.65,3.67,3.67,3.67,3.67,D,1.33,8.0,0.0,424.7,0,0.0,424.7,0,6.66,479.8,1,0.0,425.7,0,0.0,449.3,0,27.8,대학동 빌라 065,서울 관악구 대학동,37.4753301,126.940374,300,53,7,7,2.0
대학동(녹두거리),synthetic_market_model,SYN0066,,대학동 빌라 066,서울 관악구 대학동,37.4678779,126.9389533,빌라,800,40,5,월세 800/40,1/3층,41.1,30.9,북향,2026.05.18,옵션 언급; 엘리베이터; 주차 가능; 역세권 도보권; 학교 접근성 양호,옵션 언급; 엘리베이터; 주차 가능; 역세권 도보권,1531,372,대학동(녹두거리),8,옵션 언급; 엘리베이터; 주차 가능; 역세권 도보권; 학교 접근성 양호,,X,X,O,O,O,O,26.57,2.66,2.66,2.66,2.66,D,1.13,5.5,1.35,273.0,1,0.0,273.0,0,3.37,740.6,1,0.0,395.1,0,0.46,145.4,1,13.3,대학동 빌라 066,서울 관악구 대학동,37.4678779,126.9389533,800,40,5,8,2.0
대학동(녹두거리),synthetic_market_model,SYN0067,,대학동 원룸 067,서울 관악구 대학동,37.4708572,126.9385013,원룸,350,50,7,월세 350/50,1/3층,25.8,17.6,서향,2026.06.09,신축/준신축; 풀옵션; 엘리베이터; 역세권 도보권; 학교 접근성 양호,신축/준신축; 풀옵션; 엘리베이터; 역세권 도보권,1771,138,대학동(녹두거리),9,신축/준신축; 풀옵션; 엘리베이터; 역세권 도보권; 학교 접근성 양호,,O,X,X,X,X,O,62.8,6.28,6.28,6.28,6.28,B,5.35,8.0,10.0,54.1,3,0.0,54.1,0,6.97,439.4,1,0.0,284.1,0,9.6,54.1,2,84.4,대학동 원룸 067,서울 관악구 대학동,37.4708572,126.9385013,350,50,7,9,2.0
대학동(녹두거리),synthetic_market_model,SYN0068,,대학동 오피스텔 068,서울 관악구 대학동,37.4697144,126.9391609,오피스텔,450,49,6,월세 450/49,3/4층,27.3,19.7,남서향,2026.06.09,풀옵션; 엘리베이터; 주차 가능; 복층; 채광 양호; 역세권 도보권; 학교 접근성 양호,풀옵션; 엘리베이터; 주차 가능; 복층,1643,232,대학동(녹두거리),9,풀옵션; 엘리베이터; 주차 가능; 복층; 채광 양호; 역세권 도보권; 학교 접근성 양호,,O,O,X,O,O,X,61.52,6.15,6.15,6.15,6.15,B,4.89,8.5,10.0,71.6,2,0.0,71.6,0,5.52,575.1,1,0.0,378.3,0,7.83,71.6,2,80.0,대학동 오피스텔 068,서울 관악구 대학동,37.4697144,126.9391609,450,49,6,9,2.0
대학동(녹두거리),synthetic_market_model,SYN0069,,대학동 원룸 069,서울 관악구 대학동,37.4666267,126.9367263,원룸,1000,56,2,"월세 1,000/56",4/5층,26.1,20.5,서향,2026.05.27,풀옵션; 주차 가능; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,풀옵션; 주차 가능; 즉시입주 가능; 역세권 도보권,1628,466,대학동(녹두거리),8,풀옵션; 주차 가능; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,,X,O,O,O,X,O,32.75,3.28,3.28,3.28,3.28,D,2.08,5.5,3.61,227.9,6,0.0,228.6,0,2.41,814.5,1,0.0,230.0,0,5.13,98.7,2,21.1,대학동 원룸 069,서울 관악구 대학동,37.4666267,126.9367263,1000,56,2,8,2.0
대학동(녹두거리),synthetic_market_model,SYN0070,,대학동 오피스텔 070,서울 관악구 대학동,37.4707793,126.9370843,오피스텔,1250,40,4,"월세 1,250/40",3/5층,24.6,18.2,남서향,2026.05.27,풀옵션; 엘리베이터; 채광 양호; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,풀옵션; 엘리베이터; 채광 양호; 즉시입주 가능,1859,14,대학동(녹두거리),9,풀옵션; 엘리베이터; 채광 양호; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,,O,O,O,O,X,O,61.73,6.17,6.17,6.17,6.17,B,4.11,10.0,6.06,178.8,10,0.0,174.1,0,7.45,378.3,1,0.0,167.0,0,8.04,69.6,2,81.1,대학동 오피스텔 070,서울 관악구 대학동,37.4707793,126.9370843,1250,40,4,9,2.0
대학동(녹두거리),synthetic_market_model,SYN0071,,대학동 원룸 071,서울 관악구 대학동,37.4682019,126.9443368,원룸,400,36,4,월세 400/36,1/3층,29.5,20.1,남서향,2026.05.18,주차 가능; 채광 양호; 기준역 도보권; 학교 접근성 양호,주차 가능; 채광 양호; 기준역 도보권; 학교 접근성 양호,1201,715,대학동(녹두거리),7,주차 가능; 채광 양호; 기준역 도보권; 학교 접근성 양호,,X,X,O,O,X,O,20.19,2.02,2.02,2.02,2.02,D,0.14,5.5,0.0,484.1,0,0.0,484.1,0,0.72,944.4,1,0.0,856.9,0,0.0,484.1,0,7.8,대학동 원룸 071,서울 관악구 대학동,37.4682019,126.9443368,400,36,4,7,2.0
대학동(녹두거리),synthetic_market_model,SYN0072,,대학동 원룸 072,서울 관악구 대학동,37.4729301,126.9392894,원룸,300,49,7,월세 300/49,반지하/5층,27.6,20.0,북향,2026.05.18,옵션 언급; 역세권 도보권; 학교 접근성 양호,옵션 언급; 역세권 도보권; 학교 접근성 양호,1890,313,대학동(녹두거리),7,옵션 언급; 역세권 도보권; 학교 접근성 양호,,O,X,X,O,X,O,45.77,4.58,4.58,4.58,4.58,D,2.73,8.0,4.11,217.9,2,0.0,217.9,0,7.51,370.0,1,0.0,315.9,0,0.0,217.9,0,56.7,대학동 원룸 072,서울 관악구 대학동,37.4729301,126.9392894,300,49,7,7,2.0
대학동(녹두거리),synthetic_market_model,SYN0073,,대학동 투룸 073,서울 관악구 대학동,37.4685477,126.9368944,투룸,1250,56,3,"월세 1,250/56",5/6층,58.4,45.2,남동향,2026.05.18,풀옵션; 투룸 구조; 채광 양호; 역세권 도보권; 학교 접근성 양호,풀옵션; 투룸 구조; 채광 양호; 역세권 도보권,1723,252,대학동(녹두거리),7,풀옵션; 투룸 구조; 채광 양호; 역세권 도보권; 학교 접근성 양호,,O,O,X,O,X,O,56.88,5.69,5.69,5.69,5.69,C,3.37,10.0,4.78,204.4,9,0.0,201.5,0,5.1,607.9,1,0.0,203.0,0,9.12,58.8,2,73.3,대학동 투룸 073,서울 관악구 대학동,37.4685477,126.9368944,1250,56,3,7,2.0
대학동(녹두거리),synthetic_market_model,SYN0074,,대학동 분리형원룸 074,서울 관악구 대학동,37.4747467,126.939405,분리형원룸,1300,53,5,"월세 1,300/53",3/4층,31.1,22.2,동향,2026.05.27,풀옵션; 엘리베이터; 주차 가능; 분리형; 역세권 도보권; 학교 접근성 양호,풀옵션; 엘리베이터; 주차 가능; 분리형,2042,488,대학동(녹두거리),9,풀옵션; 엘리베이터; 주차 가능; 분리형; 역세권 도보권; 학교 접근성 양호,,O,O,X,O,X,O,44.68,4.47,4.47,4.47,4.47,D,1.49,10.0,0.0,325.7,0,0.0,325.7,0,7.44,378.6,1,0.0,326.6,0,0.0,344.6,0,53.3,대학동 분리형원룸 074,서울 관악구 대학동,37.4747467,126.939405,1300,53,5,9,2.0
대학동(녹두거리),synthetic_market_model,SYN0075,,대학동 분리형원룸 075,서울 관악구 대학동,37.4709305,126.9368427,분리형원룸,850,55,3,월세 850/55,3/7층,33.8,23.8,동향,2026.05.18,풀옵션; 주차 가능; 분리형; 역세권 도보권; 학교 접근성 양호,풀옵션; 주차 가능; 분리형; 역세권 도보권,1886,14,대학동(녹두거리),8,풀옵션; 주차 가능; 분리형; 역세권 도보권; 학교 접근성 양호,,X,O,O,X,X,X,41.21,4.12,4.12,4.12,4.12,D,4.46,3.5,6.94,161.1,12,0.0,147.4,0,7.63,354.3,1,0.76,140.9,1,7.32,76.8,2,41.1,대학동 분리형원룸 075,서울 관악구 대학동,37.4709305,126.9368427,850,55,3,8,2.0
대학동(녹두거리),synthetic_market_model,SYN0076,,대학동 투룸 076,서울 관악구 대학동,37.4641997,126.934676,투룸,650,44,7,월세 650/44,반지하/3층,39.6,30.2,서향,2026.05.18,투룸 구조; 기준역 도보권; 학교 접근성 양호,투룸 구조; 기준역 도보권; 학교 접근성 양호,1698,762,대학동(녹두거리),6,투룸 구조; 기준역 도보권; 학교 접근성 양호,,O,X,X,O,X,O,28.0,2.8,2.8,2.8,2.8,D,0.0,8.0,0.0,355.6,0,0.0,359.7,0,0.0,1075.4,0,0.0,360.1,0,0.0,330.0,0,16.7,대학동 투룸 076,서울 관악구 대학동,37.4641997,126.934676,650,44,7,6,2.0
대학동(녹두거리),synthetic_market_model,SYN0077,,대학동 원룸 077,서울 관악구 대학동,37.4761154,126.9397708,원룸,1200,49,5,"월세 1,200/49",반지하/4층,33.5,23.8,남향,2026.06.09,풀옵션; 주차 가능; 복층; 채광 양호; 즉시입주 가능; 기준역 도보권; 학교 접근성 양호,풀옵션; 주차 가능; 복층; 채광 양호,2148,639,대학동(녹두거리),8,풀옵션; 주차 가능; 복층; 채광 양호; 즉시입주 가능; 기준역 도보권; 학교 접근성 양호,,O,X,X,O,X,O,36.75,3.68,3.68,3.68,3.68,D,1.35,8.0,0.0,412.0,0,0.0,412.0,0,6.73,470.3,1,0.0,413.2,0,0.0,412.0,0,30.0,대학동 원룸 077,서울 관악구 대학동,37.4761154,126.9397708,1200,49,5,8,2.0
대학동(녹두거리),synthetic_market_model,SYN0078,,대학동 원룸 078,서울 관악구 대학동,37.470946,126.9362597,원룸,600,35,4,월세 600/35,3/4층,26.7,21.0,남향,2026.05.27,채광 양호; 역세권 도보권; 학교 접근성 양호,채광 양호; 역세권 도보권; 학교 접근성 양호,1927,60,대학동(녹두거리),7,채광 양호; 역세권 도보권; 학교 접근성 양호,,X,O,X,X,O,O,57.25,5.73,5.73,5.73,5.73,C,5.85,5.5,8.81,123.8,14,0.0,100.9,0,7.78,335.7,1,4.69,93.7,3,9.45,55.5,5,74.4,대학동 원룸 078,서울 관악구 대학동,37.470946,126.9362597,600,35,4,7,2.0
대학동(녹두거리),synthetic_market_model,SYN0079,,대학동 원룸 079,서울 관악구 대학동,37.4722105,126.9293143,원룸,1000,49,3,"월세 1,000/49",반지하/3층,30.3,21.8,남향,2026.06.09,옵션 언급; 주차 가능; 채광 양호; 기준역 도보권,옵션 언급; 주차 가능; 채광 양호; 기준역 도보권,2506,689,대학동(녹두거리),6,옵션 언급; 주차 가능; 채광 양호; 기준역 도보권,,X,X,X,X,O,O,19.75,1.98,1.98,1.98,1.98,D,1.15,3.5,0.0,434.2,0,0.0,434.2,0,5.77,556.1,1,0.0,527.6,0,0.0,434.2,0,5.6,대학동 원룸 079,서울 관악구 대학동,37.4722105,126.9293143,1000,49,3,6,2.0
대학동(녹두거리),synthetic_market_model,SYN0080,,대학동 투룸 080,서울 관악구 대학동,37.4659275,126.933185,투룸,1200,47,7,"월세 1,200/47",1/4층,54.1,41.7,서향,2026.05.18,옵션 언급; 엘리베이터; 투룸 구조; 즉시입주 가능; 기준역 도보권; 학교 접근성 양호,옵션 언급; 엘리베이터; 투룸 구조; 즉시입주 가능,1884,636,대학동(녹두거리),8,옵션 언급; 엘리베이터; 투룸 구조; 즉시입주 가능; 기준역 도보권; 학교 접근성 양호,,O,X,O,O,X,O,47.3,4.73,4.73,4.73,4.73,D,1.89,10.0,5.45,191.0,5,0.0,192.7,0,1.29,900.9,1,0.0,194.6,0,0.0,190.1,0,60.0,대학동 투룸 080,서울 관악구 대학동,37.4659275,126.933185,1200,47,7,8,2.0
대학동(녹두거리),synthetic_market_model,SYN0081,,대학동 오피스텔 081,서울 관악구 대학동,37.4728572,126.9343148,오피스텔,750,35,6,월세 750/35,1/3층,27.1,19.4,북향,2026.06.09,엘리베이터; 역세권 도보권; 학교 접근성 양호,엘리베이터; 역세권 도보권; 학교 접근성 양호,2195,323,대학동(녹두거리),6,엘리베이터; 역세권 도보권; 학교 접근성 양호,,O,X,O,O,O,O,70.09,7.01,7.01,7.01,7.01,B+,5.4,10.0,9.27,114.6,12,0.0,114.6,0,9.3,139.4,1,2.67,117.9,1,3.54,114.6,4,90.0,대학동 오피스텔 081,서울 관악구 대학동,37.4728572,126.9343148,750,35,6,6,2.0
대학동(녹두거리),synthetic_market_model,SYN0082,,대학동 빌라 082,서울 관악구 대학동,37.4650791,126.9368566,빌라,800,38,4,월세 800/38,2/5층,59.7,43.3,남향,2026.05.27,옵션 언급; 주차 가능; 채광 양호; 즉시입주 가능; 기준역 도보권; 학교 접근성 양호,옵션 언급; 주차 가능; 채광 양호; 즉시입주 가능,1547,638,대학동(녹두거리),7,옵션 언급; 주차 가능; 채광 양호; 즉시입주 가능; 기준역 도보권; 학교 접근성 양호,,O,O,X,O,X,O,35.23,3.52,3.52,3.52,3.52,D,0.03,10.0,0.0,340.0,0,0.0,342.5,0,0.18,986.4,1,0.0,343.7,0,0.0,239.8,0,22.2,대학동 빌라 082,서울 관악구 대학동,37.4650791,126.9368566,800,38,4,7,2.0
대학동(녹두거리),synthetic_market_model,SYN0083,,대학동 오피스텔 083,서울 관악구 대학동,37.472815,126.9357916,오피스텔,1400,63,3,"월세 1,400/63",2/5층,34.9,24.1,남향,2026.05.27,엘리베이터; 주차 가능; 채광 양호; 역세권 도보권; 학교 접근성 양호,엘리베이터; 주차 가능; 채광 양호; 역세권 도보권,2094,243,대학동(녹두거리),8,엘리베이터; 주차 가능; 채광 양호; 역세권 도보권; 학교 접근성 양호,,O,O,X,O,O,O,99.24,9.92,9.92,9.92,9.92,A,9.88,10.0,10.0,8.9,12,10.0,8.9,3,9.42,125.1,1,10.0,11.8,2,10.0,34.7,5,100.0,대학동 오피스텔 083,서울 관악구 대학동,37.472815,126.9357916,1400,63,3,8,2.0
대학동(녹두거리),synthetic_market_model,SYN0084,,대학동 빌라 084,서울 관악구 대학동,37.4731934,126.9338854,빌라,1050,33,4,"월세 1,050/33",4/6층,48.8,35.2,동향,2026.06.03,풀옵션; 역세권 도보권,풀옵션; 역세권 도보권,2248,376,대학동(녹두거리),6,풀옵션; 역세권 도보권,,O,O,O,X,X,X,54.06,5.41,5.41,5.41,5.41,C,4.01,8.0,7.17,156.5,11,0.0,156.5,0,9.28,142.4,1,0.0,160.6,0,0.0,163.5,0,70.0,대학동 빌라 084,서울 관악구 대학동,37.4731934,126.9338854,1050,33,4,6,2.0
대학동(녹두거리),synthetic_market_model,SYN0085,,대학동 분리형원룸 085,서울 관악구 대학동,37.4654044,126.9362131,분리형원룸,500,32,6,월세 500/32,고층 11/15층,32.1,24.3,남향,2026.06.09,옵션 언급; 분리형; 복층; 채광 양호; 기준역 도보권; 학교 접근성 양호,옵션 언급; 분리형; 복층; 채광 양호,1614,605,대학동(녹두거리),7,옵션 언급; 분리형; 복층; 채광 양호; 기준역 도보권; 학교 접근성 양호,,O,O,X,X,O,O,38.28,3.83,3.83,3.83,3.83,D,0.5,10.0,1.19,276.1,3,0.0,278.9,0,0.73,943.9,1,0.0,279.9,0,0.0,187.1,0,35.6,대학동 분리형원룸 085,서울 관악구 대학동,37.4654044,126.9362131,500,32,6,7,2.0
대학동(녹두거리),synthetic_market_model,SYN0086,,대학동 분리형원룸 086,서울 관악구 대학동,37.4664757,126.9297856,분리형원룸,550,52,3,월세 550/52,3/4층,27.3,18.2,남동향,2026.05.27,분리형; 채광 양호; 기준역 도보권; 학교 접근성 양호,분리형; 채광 양호; 기준역 도보권; 학교 접근성 양호,2187,794,대학동(녹두거리),6,분리형; 채광 양호; 기준역 도보권; 학교 접근성 양호,,X,O,X,O,X,O,20.05,2.0,2.0,2.0,2.0,D,0.12,5.5,0.0,410.3,0,0.0,410.3,0,0.61,952.8,1,0.0,414.2,0,0.0,252.2,0,6.7,대학동 분리형원룸 086,서울 관악구 대학동,37.4664757,126.9297856,550,52,3,6,2.0
대학동(녹두거리),synthetic_market_model,SYN0087,,대학동 투룸 087,서울 관악구 대학동,37.4658838,126.9373126,투룸,1400,68,4,"월세 1,400/68",고층 7/8층,56.6,41.5,서향,2026.06.09,엘리베이터; 투룸 구조; 역세권 도보권; 학교 접근성 양호,엘리베이터; 투룸 구조; 역세권 도보권; 학교 접근성 양호,1546,550,대학동(녹두거리),8,엘리베이터; 투룸 구조; 역세권 도보권; 학교 접근성 양호,,O,O,X,O,X,O,36.6,3.66,3.66,3.66,3.66,D,0.25,10.0,0.0,311.9,0,0.0,313.4,0,1.23,905.1,1,0.0,314.7,0,0.0,189.6,0,26.7,대학동 투룸 087,서울 관악구 대학동,37.4658838,126.9373126,1400,68,4,8,2.0
대학동(녹두거리),synthetic_market_model,SYN0088,,대학동 원룸 088,서울 관악구 대학동,37.4703477,126.9328176,원룸,350,36,5,월세 350/36,1/3층,29.1,22.8,남향,2026.05.27,풀옵션; 주차 가능; 채광 양호; 역세권 도보권; 학교 접근성 양호,풀옵션; 주차 가능; 채광 양호; 역세권 도보권,2134,366,대학동(녹두거리),8,풀옵션; 주차 가능; 채광 양호; 역세권 도보권; 학교 접근성 양호,,X,X,X,O,X,X,43.04,4.3,4.3,4.3,4.3,D,4.47,4.0,7.95,141.1,7,0.0,141.1,0,6.92,446.2,1,0.0,185.2,0,6.99,80.1,2,45.6,대학동 원룸 088,서울 관악구 대학동,37.4703477,126.9328176,350,36,5,8,2.0
대학동(녹두거리),synthetic_market_model,SYN0089,,대학동 원룸 089,서울 관악구 대학동,37.4715011,126.9377226,원룸,350,44,6,월세 350/44,고층 6/10층,20.8,16.0,북향,2026.06.09,풀옵션; 엘리베이터; 역세권 도보권; 학교 접근성 양호,풀옵션; 엘리베이터; 역세권 도보권; 학교 접근성 양호,1870,103,대학동(녹두거리),7,풀옵션; 엘리베이터; 역세권 도보권; 학교 접근성 양호,,O,O,X,X,X,O,55.22,5.52,5.52,5.52,5.52,C,4.19,8.0,8.28,134.4,11,0.0,134.4,0,7.74,340.4,1,0.0,202.4,0,1.56,134.4,1,71.1,대학동 원룸 089,서울 관악구 대학동,37.4715011,126.9377226,350,44,6,7,2.0
대학동(녹두거리),synthetic_market_model,SYN0090,,대학동 원룸 090,서울 관악구 대학동,37.4710251,126.9343844,원룸,600,38,8,월세 600/38,1/4층,35.0,23.6,남향,2026.05.27,엘리베이터; 채광 양호; 역세권 도보권; 학교 접근성 양호,엘리베이터; 채광 양호; 역세권 도보권; 학교 접근성 양호,2063,225,대학동(녹두거리),8,엘리베이터; 채광 양호; 역세권 도보권; 학교 접근성 양호,,O,X,O,X,X,O,78.39,7.84,7.84,7.84,7.84,B+,7.75,8.0,10.0,32.8,12,4.31,32.8,1,7.87,324.6,1,7.34,61.9,3,10.0,32.8,5,95.6,대학동 원룸 090,서울 관악구 대학동,37.4710251,126.9343844,600,38,8,8,2.0
